doc_id;label;grid;parent_grid;grid_label;grid_reason;city;country
438867;Académie de Rennes;grid.431796.e;;Académie de Grenoble;Matching variants "Académie de Rennes" / "Académie de Grenoble";Grenoble;France
355238;Academisch Ziekenhuis Vrije Universiteit Brussel;grid.8767.e;;Vrije Universiteit Brussel;Matching variants "Academisch Ziekenhuis Vrije Universiteit Brussel" / "Vrije Universiteit Brussel";Brussels;Belgium
344835;Acharya Nagarjuna Univ;grid.411114.0;;Acharya Nagarjuna University;Matching variants "Acharya Nagarjuna Univ" / "Acharya Nagarjuna University";Guntūr;India
307593;ACM;grid.481881.c;;ACM Instruments (United Kingdom);Matching URL "acm" / label "ACM";instruments;united kingdom
342313;ACO S.Filippo Neri;grid.416357.2;;Ospedale San Filippo Neri;Matching variants "ACO S.Filippo Neri" / "Ospedale San Filippo Neri";Rome;Italy
133713;ACOUSTIQUE & CONSEIL;grid.424628.e;;France Développement Conseil (France);Matching variants "ACOUSTIQUE & CONSEIL" / "FD Conseil";conseil;france
131815;Acoustique et Conseil;grid.424628.e;;France Développement Conseil (France);Matching variants "Acoustique et Conseil" / "FD Conseil";conseil;france
425242;Actalia;grid.431791.9;;Actalia (France);Matching variants "Actalia" / "Actalia (France)";actalia;france
211986;adacore;grid.432242.1;;AdaCore (France);Matching variants "adacore" / "AdaCore (France)";adacore;france
367544;Adacore;grid.432242.1;;AdaCore (France);Matching variants "Adacore" / "AdaCore (France)";adacore;france
303561;Adaptronica;grid.432255.7;;Adaptronica;Matching variants "Adaptronica" / "Adaptronica";Łomianki;Poland
431338;ADEAR Languedoc Roussillon;grid.457377.5;grid.7429.8;Délégation Languedoc-Roussillon;Matching variants "ADEAR Languedoc Roussillon" / "Inserm ADR Languedoc-Roussillon";Montpellier;France
104618;Ademtech;grid.432287.8;;Ademtech (France);Matching variants "Ademtech" / "Ademtech (France)";ademtech;france
442996;ADIS-Langues;grid.469454.e;grid.15140.31;Interactions Corpus Apprentissage Représentations;Matching variants "Interactions\, Corpus\, Apprentissages\, Représentations ADIS-Langues" / "Interactions Corpus Apprentissage Représentations France";Lyon;France
355787;Adler Planetarium;grid.299970.c;;Adler Planetarium;Matching variants "Adler Planetarium" / "Adler Planetarium";Chicago;United States
429660;AD'Missions;grid.436175.2;;Missions Publiques;Matching variants "AD'Missions" / "Missions Publiques";Paris;France
314195;Adnan Menderes Universitesi;grid.34517.34;;Adnan Menderes University;Matching variants "Adnan Menderes Universitesi" / "Adnan Menderes Üniversitesi";Aydin;Turkey
355612;Adret et Territoires;grid.482730.a;grid.72960.3a;Droits, Contrats et Territoires;Matching variants "Adret et Territoires" / "Droits, Contrats et Territoires";Lyon;France
241899;AEAG;grid.467957.e;;Agence de l'eau Adour-Garonne;Matching variants "Eau Adour Garonne AEAG" / "Agence de l'eau Adour-Garonne";Toulouse;France
216251;AEAG-Agence de l'eau Adour-Garonne;grid.467957.e;;Agence de l'eau Adour-Garonne;Matching variants "AEAG-Agence de l'eau Adour-Garonne" / "Agence de l'eau Adour-Garonne";Toulouse;France
303115;AERNNOVA;grid.432530.3;;Aernnova (Spain);Matching variants "AERNNOVA" / "Aernnova (Spain)";aernnova;spain
319884;Aéroconseil;grid.450371.4;;Aeroconseil (France);Matching variants "Aéroconseil" / "Aeroconseil (France)";aeroconseil;france
314560;Aerological Station;grid.248717.f;;Archbold Biological Station;Matching variants "Aerological Station" / "Archbold Biological Station";Lake Placid;United States
323223;Aeterna-Zentaris;grid.476147.7;;Aeterna Zentaris (Germany);Matching variants "Aeterna-Zentaris" / "Aeterna Zentaris (Germany)";Frankfurt am Main;Germany
213257;Affari Internazionali;grid.20757.37;;Istituto Affari Internazionali;Matching variants "Affari Internazionali" / "Istituto Affari Internazionali";Rome;Italy
433521;AFISS CONSEIL;grid.424628.e;;France Développement Conseil (France);Matching variants "AFISS CONSEIL" / "FD Conseil";conseil;france
149813;AFSSA Sophia Antipolis;grid.434221.2;;Fondation Sophia Antipolis;Matching variants "AFSSA Sophia Antipolis" / "Fondation Sophia Antipolis";Valbonne;France
323186;Agence de Bassin Hydraulique du Tensift;grid.463082.b;;Agence du Bassin Hydraulique de Sebou;Matching variants "Agence de Bassin Hydraulique du Tensift" / "Agence du Bassin Hydraulique de Sebou";Fès al Bali;Morocco
44276;Agence de Biomédecine;grid.467758.f;;Agence de la Biomédecine;Matching variants "Agence de Biomédecine" / "Agence de la Biomédecine";Saint-Denis;France
186202;Agence de la Biomédecine;grid.467758.f;;Agence de la Biomédecine;Matching variants "Agence de la Biomédecine" / "Agence de la Biomédecine";Saint-Denis;France
101699;Agence de la biomédecine;grid.467758.f;;Agence de la Biomédecine;Matching variants "Agence de la biomédecine" / "Agence de la Biomédecine";Saint-Denis;France
139561;agence de la biomédecine;grid.467758.f;;Agence de la Biomédecine;Matching variants "agence de la biomédecine" / "Agence de la Biomédecine";Saint-Denis;France
458507;Agence de la Biomedicine;grid.467758.f;;Agence de la Biomédecine;Matching variants "Agence de la Biomedicine" / "Agence de la Biomédecine";Saint-Denis;France
359719;Agence de l'eau;grid.467957.e;;Agence de l'eau Adour-Garonne;Matching variants "Agence de l'eau" / "Agence de l'eau Adour-Garonne";Toulouse;France
54085;Agence de l'Eau;grid.467957.e;;Agence de l'eau Adour-Garonne;Matching variants "Agence de l'Eau" / "Agence de l'eau Adour-Garonne";Toulouse;France
354166;Agence de l'eau Adour Garonne;grid.467957.e;;Agence de l'eau Adour-Garonne;Matching variants "Agence de l'eau Adour Garonne" / "Agence de l'eau Adour-Garonne";Toulouse;France
427817;Agence de l'Eau Adour Garonne;grid.467957.e;;Agence de l'eau Adour-Garonne;Matching variants "Agence de l'Eau Adour Garonne" / "Agence de l'eau Adour-Garonne";Toulouse;France
397767;agence de léau adour garonne;grid.467957.e;;Agence de l'eau Adour-Garonne;Matching variants "agence de léau adour garonne" / "Agence de l'eau Adour-Garonne";Toulouse;France
338881;Agence de l'Eau Adour-Garonne;grid.467957.e;;Agence de l'eau Adour-Garonne;Matching variants "Agence de l'Eau Adour-Garonne" / "Agence de l'eau Adour-Garonne";Toulouse;France
86615;Agence de l'eau RMC;grid.478367.9;;Agence de l'Eau Seine Normandie;Matching variants "Agence de l'eau RMC" / "Agence de l'Eau Seine Normandie";seine;France
202526;Agence de l'eau Seine Normandie;grid.478367.9;;Agence de l'Eau Seine Normandie;Matching variants "Agence de l'eau Seine Normandie" / "Agence de l'Eau Seine Normandie" + Matching cities seine / seine;seine;France
359506;Agence de l'eau Seine-Normandie;grid.478367.9;;Agence de l'Eau Seine Normandie;Matching variants "Agence de l'eau Seine-Normandie" / "Agence de l'Eau Seine Normandie";seine;France
238234;Agence de Médecine Préventive;grid.417713.7;;Agence de Médecine Préventive;Matching variants "Agence de Médecine Préventive" / "Agence de Médecine Préventive";Paris;France
424839;Agence Financi6re de Bassin Seine-Normandie, C.R.E.A.T.E.;grid.478367.9;;Agence de l'Eau Seine Normandie;Matching variants "Agence Financi6re de Bassin Seine-Normandie, C.R.E.A.T.E." / "Agence de l'Eau Seine Normandie France";seine;France
152371;Agence MTDA;grid.432669.c;;Agence MTDA;Matching variants "Agence MTDA" / "Agence MTDA";Venelles;France
326812;Agència de salut pública de barcelona;grid.415373.7;;Agencia de Salud Pública de Barcelona;Matching variants "Agència de salut pública de barcelona" / "Agencia de Salud Pública de Barcelona";Barcelona;Spain
337066;Agència de Salut Pública, Barcelona;grid.415373.7;;Agencia de Salud Pública de Barcelona;Matching variants "Agència de Salut Pública, Barcelona" / "Agencia de Salud Pública de Barcelona";Barcelona;Spain
315794;Agencia Estatal de Meteorología;grid.425209.8;;Agencia Estatal de Meteorología;Matching variants "Agencia Estatal de Meteorología" / "Agencia Estatal de Meteorología";Madrid;Spain
348125;Agencia Estatal de Meteorología (AEMET);grid.425209.8;;Agencia Estatal de Meteorología;Matching variants "Agencia Estatal de Meteorología (AEMET)" / "Agencia Estatal de Meteorología";Madrid;Spain
315798;Agencia Estatal de Meteorología (former INM);grid.425209.8;;Agencia Estatal de Meteorología;Matching variants "Agencia Estatal de Meteorología (former INM)" / "Agencia Estatal de Meteorología";Madrid;Spain
302385;Agência Municipal de Energia e Ambiente;grid.425283.a;;Lisboa E-Nova - Agência Municipal de Energia e Ambiente;Matching variants "Agência Municipal de Energia e Ambiente" / "Lisboa E-Nova - Agência Municipal de Energia e Ambiente";Lisbon;Portugal
315539;Agenzia Regionale per la Protezione dell?Ambiente Ligure;grid.432773.6;;Agenzia Regionale per la Protezione dell’Ambiente Ligure;Matching variants "Agenzia Regionale per la Protezione dell?Ambiente Ligure" / "Agenzia Regionale per la Protezione dell’Ambiente Ligure";Genoa;Italy
320318;Agenzia Regionale Prevenzione e Ambiente dell'Emilia-Romagna;grid.4947.e;;Agenzia Regionale Prevenzione E Ambiente Della Regione Emilia-Romagna;Matching variants "Agenzia Regionale Prevenzione e Ambiente dell'Emilia-Romagna" / "Agenzia Regionale Prevenzione E Ambiente Della Regione Emilia-Romagna";Modena;Italy
321938;Agenzia Spaziale Italiana;grid.423784.e;;Agenzia Spaziale Italiana;Matching variants "Agenzia Spaziale Italiana" / "Agenzia Spaziale Italiana";Rome;Italy
316903;Agenzia Spaziale Italiana (ASI);grid.423784.e;;Agenzia Spaziale Italiana;Matching variants "Agenzia Spaziale Italiana (ASI)" / "Agenzia Spaziale Italiana";Rome;Italy
309020;Agfa-Gevaert;grid.432782.8;;Agfa-Gevaert (Canada);Matching variants "Agfa-Gevaert" / "Agfa-Gevaert (Canada)";agfa-gevaert;canada
348682;Agostinho Neto Universit;grid.442562.3;;Agostinho Neto University;Matching variants "Agostinho Neto Universit" / "Agostinho Neto University";Luanda;Angola
216709;Agrégée EPS;grid.418080.5;;Centre Hospitalier de Versailles;Matching variants "Versailles Agrégée EPS" / "Centre Hospitalier de Versailles";Le Chesnay;France
361333;AgResearch;grid.417738.e;grid.420077.6;AgResearch (New Zealand);Matching variants "AgResearch" / "AgResearch (New Zealand)";Hamilton;new zealand
217769;Agri'Terr;grid.431967.e;;AB Agri;Matching variants "Agri'Terr" / "AB Agri";Peterborough;United Kingdom
338357;Agro Sud Dijon;grid.420114.2;;Agrosup Dijon;Matching variants "Agro Sud Dijon" / "Agrosup Dijon" + Matching cities dijon / dijon;dijon;France
347284;AgroBioInstitute;grid.423816.a;grid.436368.c;Agrobioinstitute;Matching variants "AgroBioInstitute" / "Agrobioinstitute";Sofia;Bulgaria
368702;Agrocampus Ouest;grid.424765.6;;Agrocampus Ouest;Matching variants "Agrocampus Ouest" / "Agrocampus Ouest";Rennes;France
128370;Agronomes et Vétérinaires Sans Frontières;grid.463701.7;;Vétérinaires Sans Frontières Suisse;Matching variants "Agronomes et Vétérinaires Sans Frontières" / "Vétérinaires Sans Frontières Suisse";Nairobi;Kenya
100266;Agropolis;grid.432573.4;;Agropolis International;Matching variants "Agropolis" / "Agropolis";Montpellier;France
312954;Agroscope;grid.417771.3;;Agroscope;Matching variants "Agroscope" / "Agroscope";Bern;Switzerland
312953;Agroscope ACW;grid.417771.3;;Agroscope;Matching variants "Agroscope ACW" / "Agroscope";Bern;Switzerland
228609;AGROSUP;grid.420114.2;;Agrosup Dijon;Matching variants "AGROSUP" / "Agrosup Dijon";dijon;France
303675;Agrosup;grid.420114.2;;Agrosup Dijon;Matching variants "Agrosup" / "Agrosup Dijon";dijon;France
8420;Aimé Cotton;grid.462747.4;grid.6390.c;Laboratoire Aimé Cotton;Matching variants "Aimé Cotton" / "Laboratoire Aimé Cotton";Orsay;France
305125;Ain Shams Univiversity;grid.7269.a;;Ain Shams University;Matching variants "Ain Shams Univiversity" / "Ain Shams University";Cairo;Egypt
367387;AIRBUS;grid.151569.f;;Airbus (Spain);Matching variants "AIRBUS" / "Airbus SAS";airbus;spain
254102;Airbus Operation;grid.281121.9;;Operation PAR;Matching variants "Airbus Operation" / "Operation PAR";Pinellas Park;United States
268093;AIRBUS Operations SAS;grid.151569.f;;Airbus (Spain);Matching variants "AIRBUS Operations SAS" / "Airbus SAS";airbus;spain
449344;Airbus Operations SAS;grid.151569.f;;Airbus (Spain);Matching variants "Airbus Operations SAS" / "Airbus SAS";airbus;spain
101550;AIRBUS SAS;grid.151569.f;;Airbus (Spain);Matching variants "AIRBUS SAS" / "Airbus SAS";airbus;spain
97146;Airbus SAS;grid.151569.f;;Airbus (Spain);Matching variants "Airbus SAS" / "Airbus SAS";airbus;spain
78456;AIRPARIF;grid.432952.b;;Airparif;Matching variants "AIRPARIF" / "Airparif";Paris;France
328076;AIXTRON AG;grid.423869.2;;Aixtron (Germany);Matching variants "AIXTRON AG" / "Aixtron (Germany)";aixtron;germany
355570;AJ Geomatics;grid.473861.f;;3v Geomatics (Canada);Matching variants "AJ Geomatics" / "3v Geomatics (Canada)";Vancouver;Canada
361100;AJINOMOTO;grid.452488.7;;Ajinomoto (Japan);Matching variants "AJINOMOTO" / "Ajinomoto (Japan)";Tokyo;Japan
361257;Ajinomoto Co Inc;grid.452488.7;;Ajinomoto (Japan);Matching variants "Ajinomoto Co Inc" / "Ajinomoto (Japan)";Tokyo;Japan
329225;Al. Fleming;grid.422273.2;;Fleming College;Matching variants "Al. Fleming" / "Fleming College";Peterborough;Canada
303601;A-Lab;grid.424877.a;;III V Lab;Matching variants "A-Lab" / "III V Lab";Marcoussis;France
301553;Alacatel Lucent;grid.423919.4;;Alcatel-Lucent (Italy);Matching variants "Alacatel Lucent" / "Alcatel-Lucent (Italy)";alcatel-lucent;italy
28967;Alcan;grid.292627.a;;Rio Tinto Alcan (Canada);Matching variants "Alcan" / "Alcan";Montreal;Canada
197244;Alcan - Centre de Recherche de Voreppe -725 rue Aristide Bergès - BP 27 - 38341 Voreppe Cedex, France;;grid.292627.a;Rio Tinto Alcan (Canada);Matching label prefix / parent label "Alcan";Montreal;Canada
197265;Alcan - Centre de Recherche de Voreppe -725 rue Aristide Bergès - BP 27 - 38341, Voreppe Cedex, France;;grid.292627.a;Rio Tinto Alcan (Canada);Matching label prefix / parent label "Alcan";Montreal;Canada
197246;Alcan - Centre de Recherche de Voreppe, 725 rue Aristide Bergès, BP 27, Voreppe Cedex 38341, France;;grid.292627.a;Rio Tinto Alcan (Canada);Matching label prefix / parent label "Alcan";Montreal;Canada
6657;Alcan CRV;grid.292627.a;;Rio Tinto Alcan (Canada);Matching variants "Alcan CRV" / "Alcan";Montreal;Canada
46037;ALCATEL;grid.1441.0;;Alcatel-Lucent (France);Matching variants "ALCATEL" / "Alcatel";alcatel-lucent;france
331936;ALCATEL CIT;grid.1441.0;;Alcatel-Lucent (France);Matching variants "ALCATEL CIT" / "Alcatel";alcatel-lucent;france
131554;Alcatel CIT;grid.1441.0;;Alcatel-Lucent (France);Matching variants "Alcatel CIT" / "Alcatel";alcatel-lucent;france
162176;Alcatel Lucent;grid.472768.8;;Alcatel-Lucent (China);Matching variants "Alcatel Lucent" / "Alcatel-Lucent (China)";Shanghai;China
57628;Alcatel Lucent R&I;grid.472768.8;;Alcatel-Lucent (China);Matching variants "Alcatel Lucent R&I" / "Alcatel-Lucent (China)";Shanghai;China
97927;Alcatel R&D;grid.1441.0;;Alcatel-Lucent (France);Matching variants "Alcatel R&D" / "Alcatel";alcatel-lucent;france
368391;Alcatel-Lucent;grid.472768.8;;Alcatel-Lucent (China);Matching variants "Alcatel-Lucent" / "Alcatel-Lucent (China)";Shanghai;China
334446;Alcatel-Lucent Deutschland AG;grid.425341.5;;Alcatel-Lucent (Netherlands);Matching variants "Alcatel-Lucent Deutschland AG" / "Alcatel-Lucent (Netherlands)";alcatel-lucent;netherlands
118056;Alcatel-Thales;grid.1441.0;;Alcatel-Lucent (France);Matching variants "Alcatel-Thales" / "Alcatel";alcatel-lucent;france
126624;Alcatel-Thalès;grid.1441.0;;Alcatel-Lucent (France);Matching variants "Alcatel-Thalès" / "Alcatel";alcatel-lucent;france
235989;Alcatel-Thales III-V Lab;grid.424877.a;;III V Lab;Matching variants "III-V Lab" / "III V Lab";Marcoussis;France
121304;Alcatel-Thalès III-V lab;grid.424877.a;;III V Lab;Matching variants "III-V Lab" / "III V Lab";Marcoussis;France
357862;ALCMEON;grid.463860.f;;Alcméon (France);Matching variants "ALCMEON" / "Alcméon (France)";alcméon;france
249428;Aldebaran-Robotics A-Lab;grid.424877.a;;III V Lab;Matching variants "A-Lab" / "III V Lab";Marcoussis;France
305025;ALENIA Aeronautica;grid.472483.e;;Academia Politécnica Aeronáutica;Matching variants "ALENIA Aeronautica" / "Academia Politécnica Aeronáutica";Santiago;Chile
324209;Alexandru Ioan Cuza Univ;grid.8168.7;;Alexandru Ioan Cuza University;Matching variants "Alexandru Ioan Cuza Univ" / "Alexandru Ioan Cuza University";Iași;Romania
351398;Alfamicro;grid.423960.a;;Alfamicro (Portugal);Matching variants "Alfamicro" / "Alfamicro (Portugal)";alfamicro;portugal
388733;Algèbre et Géométrie;grid.463900.8;grid.5842.b;Département de Mathématiques;Matching variants "Département de Mathématiques et Applications Algèbre et Géométrie" / "Département de Mathématiques";Orsay;France
396955;Algèbres d'Opérateurs;grid.463968.6;grid.112485.b;Laboratoire de Mathématiques Analyse, Probabilités, Modélisation Orléans;Matching variants "Mathématiques - Analyse\, Probabilités\, Modélisation - Orléans Algèbres d'Opérateurs" / "Laboratoire de Mathématiques Analyse, Probabilités, Modélisation Orléans Orléans France";orléans;France
317104;Alitalia;grid.432039.f;;Alitalia;Matching variants "Alitalia" / "Alitalia";Rome;Italy
361206;ALL4TEC;grid.432070.2;;All4tec (France);Matching variants "ALL4TEC" / "All4tec (France)";Laval;france
302109;AlmereGrid;grid.437992.2;;Stichting AlmereGrid;Matching variants "AlmereGrid" / "Stichting AlmereGrid";Almere;Netherlands
333737;Almirall S.A.;grid.474012.4;;Almirall (Spain);Matching variants "Almirall S.A." / "Almirall (Spain)";almirall;spain
315234;ALOMAR/Andøya Rocket Range;grid.457513.1;grid.425008.b;Andøya Space Center;Matching variants "ALOMAR/Andøya Rocket Range" / "Andøya Rocket Range";Andenes;Norway
347648;Alpen-Adria Universitat Klagenfurt;grid.7520.0;;University of Klagenfurt;Matching variants "Alpen-Adria Universitat Klagenfurt" / "Alpen-Adria-Universität Klagenfurt";Klagenfurt;Austria
312796;Alpen-Adria-Universität Klagenfurt;grid.7520.0;;University of Klagenfurt;Matching variants "Alpen-Adria-Universität Klagenfurt" / "Alpen-Adria-Universität Klagenfurt";Klagenfurt;Austria
319921;ALPHABIO;grid.452529.d;;Alphabio;Matching variants "ALPHABIO" / "Alphabio";Marseille;France
240533;alphanov;grid.433172.0;;ALPhANOV (France);Matching variants "alphanov" / "ALPhANOV (France)";alphanov;france
313147;ALS, Berkeley;grid.47840.3f;grid.30389.31;University of California, Berkeley;Matching variants "ALS, Berkeley" / "UC Berkeley";Berkeley;United States
48286;Alstom;grid.15419.38;;Alstom (United Kingdom);Matching variants "Alstom" / "Alsthom";alstom;united kingdom
9898;ALSTOM;grid.15419.38;;Alstom (United Kingdom);Matching variants "ALSTOM" / "Alsthom";alstom;united kingdom
241981;Alstom - Ornans;;grid.15419.38;Alstom (United Kingdom);Matching label prefix / parent label "Alstom";alstom;united kingdom
310814;ALSTOM CSR;grid.15419.38;;Alstom (United Kingdom);Matching variants "ALSTOM CSR" / "Alsthom";alstom;united kingdom
407386;Alstom Grid;grid.15419.38;;Alstom (United Kingdom);Matching variants "Alstom" / "Alsthom";alstom;united kingdom
405602;Alstom/ ARC;grid.424003.1;;Alstom (France);Matching variants "Alstom/ ARC" / "Alstom (France)";alstom;france
301606;Alten;grid.426576.4;;Alten;Matching variants "Alten" / "Alten" + Matching cities alten / alten;alten;France
243387;Alten Sir [Boulgone-Billancout];grid.426576.4;;Alten;Matching variants "Alten Sir [Boulgone-Billancout]" / "Alten Boulogne-Billancourt France";alten;France
350925;Altera;grid.276000.3;;Altera;Matching variants "Altera" / "Altera";San Jose;United States
414356;AMaROC - Oniris Nantes;grid.418682.1;;Oniris;Matching variants "AMaROC - Oniris Nantes" / "Oniris Nantes France" + Matching cities nantes / Nantes;Nantes;France
376807;Amazon;grid.467171.2;;Amazon (United States);Matching variants "Amazon" / "Amazon.com";Seattle;united states
332965;Amrita Vishwa Vudyapeetham;grid.411370.0;;Amrita Vishwa Vidyapeetham University;Matching variants "Amrita Vishwa Vudyapeetham" / "Amrita Vishwa Vidyapeetham University";Coimbatore;India
304192;AMS;grid.457132.6;;AMS (Slovenia);Matching variants "AMS" / "ams R&D d.o.o.";ams;slovenia
304791;AMS - Austria Mikro Systeme Int. AG;;grid.457132.6;AMS (Slovenia);Matching label prefix / parent label "AMS";ams;slovenia
196925;AMSNA;grid.410453.7;;ArcelorMittal (Canada);Matching variants "ARCELORMITTAL AMSNA" / "ArcelorMittal (Canada)";Montreal;Canada
345044;AN Nesmeyanov Organoelement Cpds Inst;grid.431939.5;grid.466116.2;A. N. Nesmeyanov Institute of Organoelement Compounds;Matching variants "AN Nesmeyanov Organoelement Cpds Inst" / "A. N. Nesmeyanov Institute of Organoelement Compounds";Moscow;Russia
302744;Anadolu Üniversitesi (TURQUEY);grid.41206.31;;Anadolu University;Matching variants "Anadolu Üniversitesi (TURQUEY)" / "Anadolu Üniversitesi";Eskişehir;Turkey
335088;Anatomy Inst, Semmelweis Univ. Budapest;grid.11804.3c;;Semmelweis University;Matching variants "Anatomy Inst, Semmelweis Univ. Budapest" / "Semmelweis University Budapest Hungary" + Matching cities budapest / Budapest;Budapest;Hungary
335089;Anatomy Inst., Semmelweis Univ. Budapest;grid.11804.3c;;Semmelweis University;Matching variants "Anatomy Inst., Semmelweis Univ. Budapest" / "Semmelweis University Budapest Hungary" + Matching cities budapest / Budapest;Budapest;Hungary
320380;Andøya Rocket Range;grid.457513.1;grid.425008.b;Andøya Space Center;Matching variants "Andøya Rocket Range" / "Andøya Rocket Range";Andenes;Norway
337364;ANFACO-CECOPESCA;grid.432446.3;;ANFACO-CECOPESCA;Matching variants "ANFACO-CECOPESCA" / "ANFACO-CECOPESCA";Vigo;Spain
444749;ANJA;grid.457354.4;grid.5328.c;Inria Rennes - Bretagne Atlantique Research Centre;Matching variants "Inria Rennes  Bretagne Atlantique ANJA" / "Inria Rennes - Bretagne Atlantique Research Centre";Rennes;France
388803;ANR OEF (Ovide en Français);grid.463846.b;grid.15140.31;Histoire, Archéologie, Littératures des Mondes Chrétiens et Musulmans Médiévaux;Matching variants "Histoire\, Archéologie et littératures des Mondes chrétiens et musulmans médiévaux ANR OEF (Ovide en Français)" / "Histoire, Archéologie, Littératures des Mondes Chrétiens et Musulmans Médiévaux France";Lyon;France
354227;Antananarivo;grid.440419.c;;University of Antananarivo;Matching variants "Antananarivo" / "University of Antananarivo" + Matching cities antananarivo / Antananarivo;Antananarivo;Madagascar
355331;Antananarivo, Madagascar;grid.440419.c;;University of Antananarivo;Matching variants "Antananarivo, Madagascar" / "University of Antananarivo Madagascar" + Matching countries madagascar / Madagascar + Matching cities antananarivo / Antananarivo;Antananarivo;Madagascar
325698;Anthropologie de l'évolution;grid.462532.4;grid.457080.e;Ecologie & Evolution;Matching variants "Anthropologie de l'évolution" / "Ecologie & Evolution";Paris;France
394210;Anthropologie et histoire des mondes antiques;grid.463934.f;grid.15140.31;Histoire et Sources des Mondes Antiques;Matching variants "Anthropologie et histoire des mondes antiques" / "Histoire et Sources des Mondes Antiques";Lyon;France
349949;Antwerp;grid.5284.b;;University of Antwerp;Matching variants "Antwerp" / "UAntwerp" + Matching cities antwerp / Antwerp;Antwerp;Belgium
327974;AO Ferrarotto;grid.414867.8;;Ferrarotto Hospital;Matching variants "AO Ferrarotto" / "Ferrarotto Hospital";Catania;Italy
337659;AOU Meyer;grid.413181.e;;Meyer Children's Hospital;Matching variants "AOU Meyer" / "AOU Meyer";Florence;Italy
