objectID;title;field_categorie_de_societe;field_lien;field_le_slogan;twitter;facebook
5528;AlibeeZ;;http://www.alibeez.com;Alibeez permet aux sociétés de conseil et de service d'atteindre leurs objectifs, en simplifiant le pilotage de l'activité, en optimisant la gestion des ressources et en maitrisant les risques opérationnels;https://twitter.com/AlibeeZ_France;
1756;Alien6;Startups;http://www.alien6.com;Agence digitale spécialisée dans la conception de solutions SaaS prescriptives;https://twitter.com/__alien6;
5485;All-In Factory;SME;http://www.allinfactory.com;All-In Factory est une société de services qui offre aux entrepreneurs et aux Start-up toutes les compétences dont ils ont besoin pour créer et développer leur société.;https://twitter.com/allin_factory;https://www.facebook.com/allinfactory
1911;Alldonet;Startups;https://www.alldonet.com/;It is a cloud service that covers all the basic needs required to manage equipment in the field: data collection over the Internet, data summaries, data display on custom monitoring screens, error detection and notification via mails, and more.;;https://www.facebook.com/alldonet
2806;Allianceofpro;;http://www.allianceofpro.com;Le site des professionnels recommandés près de chez vous;http://twitter.com/allianceofpro;https://www.facebook.com/allianceofpro
260;allmysms;;http://www.allmysms.com/;Solution professionnelle d'envoi de SMS  en France et à l'international;https://twitter.com/allmysms;https://www.facebook.com/allmysms
4106;allober;Startups;http://www.allober.com;Application de réservation de conduite fiable, sûr et pratique;;
3792;Allogarage;Startups;http://www.allogarage.fr/;Guide des Garages de France;;
487;AlloMarcel;;http://allomarcel.com/;Trouvez l'artisan de qualité et de confiance dont vous avez besoin pour vos tracas quotidiens !;https://twitter.com/Allo_Marcel;https://www.facebook.com/allomarcelurgences
5696;Allomatch;Startups;http://www.allomatch.com/;Ne manquez plus un match;https://twitter.com/Allomatch;
3084;ALMESO;Startups;http://www.nau.bzh;conception d'un bateau modulaire;;
5932;ALPWISE;SME;http://www.alpwise.com;Alpwise est concepteur d'objets connectés et editeur de pile de protocole Bluetooth low energy;https://twitter.com/ALPWISE;
2437;Alta Agency;Media;http://www.altaagency.com;Agence de communication digitale;;
2322;Altima;Investment fund;http://altima-agency.com;Agence de consulting digital spécialisée dans l'activité e-commerce.  Altima intervient depuis plus de 15 ans dans les secteurs clés de l'E-Business : Distribution, VAD, Banque, Assurances, Télécommunication, Media. ;https://twitter.com/altima;https://www.facebook.com/altima
1086;Altispring;Startups;http://altispring.strikingly.com/;Une communauté d'ambassadeurs commerciaux freelances;http://twitter.com/altispring;http://www.facebook.com/altispring
5655;Alto Labs;Startups;http://www.altolabs.com;laboratoire d'idees et prototypage technique de nouvelles technologies;;
5813;Alveolait;;http://www.alveolait.com;Objet connecté permettant de mesurer en temps réel l'allaitement maternel;https://twitter.com/alveolait;https://www.facebook.com/952216744832349/
4632;AM Consulting;Startups;http://www.amconsulting-formation.com;A la base AM Consulting est une société orienté sur la formation informatique. En parallèle spécialiste de la 3d, elle développe des jeux vidéos pour smartphone et tablette ( Uniquement en gratuit pour le moment )///;https://twitter.com/alexandre196;https://www.facebook.com/pages/AM-Consulting/203311416544992
5815;AMA;Startups;http://www.amaxperteye.com;AMA développe une solution mobile, mains libres de vidéoconférence sur lunettes connectées;https://twitter.com/AMAapplications;https://www.facebook.com/AMAXPERTEYE/?fref=ts
4881;Amalfi (alias Otherwise);Startups;https://otherwise.fr/;Amalfi, commercialisant sous la marque Otherwise, est le premier courtier en assurance collaborative (peer-to-peer) en France. ;https://twitter.com/OtherwiseFR;https://www.facebook.com/OtherwiseFR/
516;Amazing French Tech;;http://www.gouvernement.fr/amazing-french-tech;Un super-héros pour valoriser les start-up françaises;https://twitter.com/gouvernementfr;https://www.facebook.com/gouvernement.fr
5076;Ambassade de l'Alimentation;Startups;http://ambassade-alimentation.org/;La maison des citoyens acteurs pour le monde de demain;;
421;Amogado;;http://www.amogado.com;Des marques tendances, innovantes et design, où 100% des produits sont à gagner en équipe !;https://twitter.com/AmogadoOfficial;https://www.facebook.com/amogado
110;Amplement;;http://www.amplement.fr/;Amplement est un réseau social professionnel qui vous relie à vos amis, vos collègues ou relations professionnelles afin de pouvoir constituer votre réseau.;https://twitter.com/amplement;
4587;AmpliSIM;Startups;http://demo.amplisim.com;Service web de modélisation en qualité de l'air;;
2110;anatoscope;Startups;http://www.anatoscope.com;Clones anatomiques virtuels pour simulation médicale personnalisée;"https://twitter.com/search?vertical=default&#038;q=anatoscope&#038;src=typd";https://www.facebook.com/profile.php?id=100010824935992
2083;Anekdote;Startups;https://www.anekdote.co/;Anekdote est un site minimaliste en ligne avec une selection de produits très bien désignés;http://twitter.com/intent/tweet?text=Pocket%20Operator%20by%20Teenage%20Engenering https://anekdote.co/;http://www.facebook.com/sharer.php?u=https://anekdote.co/
897;Aniwaa;Startups;http://www.aniwaa.com;Aniwaa offre des connaissances pertinentes pour vos projets d’impression 3D.;https://twitter.com/Aniwaa3d;https://www.facebook.com/Aniwaa3D
1705;Ankama;Startups;http://www.ankama.com/en;Ankama is an independent digital creation group focused on the entertainment industry;;https://www.facebook.com/Ankama
4864;Anoloc;Startups;http://www.anoloc.fr;Géolocalisation de flotte de véhicules en temps réel;https://twitter.com/anolocfr;https://www.facebook.com/anoloc
2244;AnotherChef;Startups;http://www.anotherchef.com;Le nouveau service de chefs à domicile;https://twitter.com/_AnotherChef;
4346;Anticipatalk;Startups;http://www.anticipatalk.com;Testez à la fois vos connaissances sur vos amis, et les leurs à votre sujet.;https://twitter.com/anticipatalkapp;
2332;Aoki Studio;SME;http://www.aokistudio.com;AOKIsudio, created in 2000 in Tokyo, is a creative studio, producing high quality 3D animation for TV commercials and events.;;
525;Aperocelib;;http://www.aperocelib.com;Aperocelib organise des apéros-rencontres réunissant plusieurs célibataires en petit comité (entre 6 et 8 pers) dans un bar.;;
1536;Apiloop;Startups;https://www.apiloop.io;Créez un site web complexe simplement;;https://www.facebook.com/apiloop
3551;APIMKA;Startups;http://www.apimka.fr;1er site d'avis sur les logements et leur environnement;https://twitter.com/home?status=https%3A//www.apimka.fr;https://www.facebook.com/sharer/sharer.php?u=https%3A//www.apimka.fr
2271;Apitrak;Startups;http://www.apitrak.com;Nous localisons le matériel dans les hôpitaux;https://twitter.com/apitrak;https://www.facebook.com/apitrak
2963;Apizee;Startups;https://apizee.fr;Communications temps-réel pour un monde digital;http://twitter.com/apizee;https://www.facebook.com/Apizee-481024238743853/
3981;Apodis Pharma;Startups;http://www.apodispharma.com;Apodis Pharma conçoit des technologies innovante dédiées à l'amélioration des performances sur l'ensemble de la distribution pharmaceutique. Son ambition première est de fluidifier les échanges entre pharmaciens et laboratoires sur tous les devices. ;https://twitter.com/ApodisPharma?lang=fr;https://www.facebook.com/Apodis-Pharma-1036162463129770/?fref=ts
391;app's miles®;;http://www.appsmiles.eu/;Animer & Récompenser;https://twitter.com/apps_miles;https://www.facebook.com/pages/apps-miles/594305153993123
2801;AppartLand;Startups;https://www.appartland.com/fr/;AppartLand apporte une alternative encadrée à l’offre de logements touristiques  ;;https://www.facebook.com/AppartLand-431867800330077/?ref=hl
2739;AppChocolate;Startups;http://appchocolate.com/;AppChocolate Ltd developpe et publie des applications mobiles B2C à grand succès.;https://twitter.com/appchocolate;http://www.facebook.com/pages/AppChocolate/656514517794616
2168;APPI-Technology;Startups;http://www.appi-technology.com;Bodysens, spécialiste des capteurs communicants, conçoit des systèmes de communication et de sécurisation pour les milieux à risques ( APPI-Technology), et des produits de suivi de paramètres physiologiques (Satie Medical) pour les applications santé;;
2599;Applywith par Tekoway;Startups;http://www.applywith.io;Simplifie le processus de recrutement, en donnant la possibilité aux candidats de postuler en un clic, via les réseaux sociaux professionnels (Linkedin, Viadeo, Indeed …) sur les sites d'entreprise;https://twitter.com/_applywith;https://www.facebook.com/Applywith.io/
6176;AppNexus;Media;http://www.appnexus.com/;Plateforme technologique qui permet la vente et l'achat en temps réel de la publicité numérique sur Internet;https://twitter.com/appnexus;https://www.facebook.com/AppNexus
5821;Apprendre à coder;;https://apprendre-a-coder.com/;Apprendre à coder, ce n'est pas si compliqué ! Surtout avec des cours en français ! Moi, c'est John et je suis là pour vous apprendre à coder.;http://twitter.com/ApprendreACoder;http://www.facebook.com/apprendreacodercom
3606;Apps Panel;Startups;http://www.appspanel.com/;Editeur expert d'une solution Mobile Backend (MBaaS ou MEAP) 360° : Mobile-CMS, M-Marketing, M-Analytics, M-Monitoring.;http://twitter.com/AppsPanel;http://www.facebook.com/appspanel
2088;appvizer;Startups;http://www.appvizer.fr;Comparateur de logiciels;;
6186;appyReward;Startups;http://www.appyreward.com;Le bon cadeau, à la bonne personne et au bon moment;https://twitter.com/appyreward;https://www.facebook.com/AppyReward-1224892697528010/
3014;APrivacy;Startups;http://www.aprivacy.com/;Complete Data Privacy;https://twitter.com/aprivacyinfo;https://www.facebook.com/APrivacy/
5284;Aptiko;Startups;http://www.aptiko.com/;Créez et gérez en temps réel des présentations interactives pour écrans tactiles simplement et sans coder .;https://twitter.com/Aptiko_official;
3641;Aquafadas;ETI/Grands Groupes;http://www.aquafadas.com;Créer des applications mobiles et des documents interactifs, sécurisés et mesurables, sans écrire une ligne de code;https://twitter.com/aquafadas;https://www.facebook.com/Aquafadas
4434;Aquapioneers;;http://aquapioneers.io;We promote the beauty of Aquaponics to grow fresh food & use the power of OpenSource and DigitalFabrication through the Fab Labs network to inspire & be inspired;https://twitter.com/aquapioneers;https://www.facebook.com/Wondros/videos/1228654377194528/
4840;AR24;Startups;http://www.ar24.fr;Système d'envoi de courrier recommandé 100% électronique;;
1426;Archidvisor;Startups;http://www.archidvisor.com;Ne cherchez plus un architecte, choisissez-le !;https://twitter.com/Archidvisor;https://www.facebook.com/Archidvisor
414;Archionline;;http://www.archionline.com/;Archionline est une plateforme qui accompagne les particuliers dans leurs projets d'habitat (construction / extension / rénovation) dans toute la France, du conseil à la fin des travaux grâce à un résau de 400 pros passionnés.;https://twitter.com/Archionline;https://www.facebook.com/archionline.fr
4310;ARDEMIS PARTNERS ;Startups;http://www.ardemispartners.com;Recruteur passionné de geeks et développeurs de talent;https://twitter.com/ArdemisPartners;https://www.facebook.com/pages/Ardemis-Partners/631554113593910
3972;Area i3;Startups;http://www.area-i3.com;Agence de réalité virtuelle;https://twitter.com/area_i3;https://www.facebook.com/AreaI3VR
1428;Area i3;Media;http://www.area-i3.com;Agence de réalité virtuelle;https://twitter.com/area_i3;https://www.facebook.com/AreaI3VR
5766;Argo;Startups;http://www.gowi.fr;Gowi, porte bonheur connecté;https://twitter.com/Gowipage/;https://www.facebook.com/gowipage/
1555;Ariase Group;Startups;http://www.ariasegroup.com/;Facilitateur du déploiement numérique ;https://twitter.com/ariasegroup;https://www.facebook.com/AriaseGroup/?fref=ts
3764;Arkade;Startups;http://www.arkade.co;Gagnez de l'argent grâce à ses jeux-vidéo sans rien faire et surveillez les meilleurs plans;https://twitter.com/arkade_co;https://www.facebook.com/arkadefr
2505;Arkadin;SME;https://www.arkadin.fr/;Arkadin est l’un des fournisseurs de solutions de collaboration à plus forte croissance dans le monde. L'entreprise propose une gamme complète de solutions de Communications Unifiées, de conférences audio, web et vidéo, et d’événements virtuels.;https://twitter.com/arkadinfr ;https://www.facebook.com/pages/Arkadin-Collaboration-Services/115628518485203
1912;Arkadin;ETI/Grands Groupes;http://www.arkadin.co.jp; From choosing the right solution to helping you get the most from your conferencing tools, our local, multilingual team is here to help.;https://twitter.com/arkadinservices;https://www.facebook.com/pages/Arkadin-Collaboration-Services/115628518485203
1710;Arkamys;Startups;https://www.arkamys.com/;ARKAMYS is devoted to bringing crystal clear, natural, and immersive sound to all your devices and environments;https://twitter.com/ArkamysNews;https://www.facebook.com/arkamys
4538;Aroma Therapeutics;Startups;https://www.aroma-care.fr;Aroma Therapeutics est spécialisée dans l'aromathérapie et le développement de diffuseur d'huiles essentielles connecté;https://twitter.com/Aroma_Care;https://www.facebook.com/AromaCareDiffuser/videos/1764104003840972/
4065;Art Graphique & Patrimoine;SME;http://www.artgp.fr;AGP représente l'expertise française pour la mise en valeur du patrimoine à travers le nouvelles technologies numériques 2D et 3D.;http://twitter.com/ArtGraphPat;https://www.facebook.com/Art-Graphique-Patrimoine-419466144913421/
1090;ART KIDS PARIS;Startups;http://www.artkidsparis.com/fr/index.php;L'art tu comprendras quand tu seras ... plus jeune  ! ART KIDS PARIS fait découvrir aux enfants une œuvre, un artiste, un courant artistique grâce à sa pédagogie ludique et enseignante.;https://twitter.com/artkidsparis;https://www.facebook.com/artkidsparis
1168;Art Lover Place;Startups;http://artloverplace.com;Art Lover Place entend bien bousculer les codes du marché de l'Art Contemporain et devenir la plateforme collaborative de l'Art !;https://twitter.com/ArtLoverPlace;https://www.facebook.com/artloverplace
2044;ARTEFACT;Startups;http://www.artefact.is;Data Marketing Architects;https://twitter.com/@ArtefactDigital;http://www.facebook.com/artefact.digital
5057;ARTEFACTS;;http://artefacts.coop;Pousse le numérique créatif auprès des jeunes et des publics éloignés;;
2709;Artelys;ETI/Grands Groupes;http://www.artelys.com;Artelys est une entreprise spécialisée en optimisation, aide à la décision et modélisation;https://twitter.com/_artelys;
1724;Arteris;ETI/Grands Groupes;http://www.arteris.com/;Arteris provides Network-on-Chip (NoC) interconnect semiconductor intellectual property (IP) to System on Chip (SoC) makers so they can reduce cycle time, increase margins, and easily add functionality. ;https://twitter.com/arteris_noc;
168;Artips;;http://www.artips.fr/;Recevez quotidiennement une anecdote sur une oeuvre d'art;https://twitter.com/Artips_fr;https://www.facebook.com/artipsfr
599;Artlist;;https://artlist.co/;Achetez et vendez des beaux-arts;;
5135;Artmajeur;Startups;http://Artmajeur.com;Marketplace d'art contemporain en direct des artistes;https://twitter.com/artmajeur;https://www.facebook.com/Artmajeur
3811;ArtPhotoLimited;Startups;https://www.artphotolimited.com;ArtPhotoLimited met en relation des artistes photographes et des clients souhaitant acquérir des tirages photographiques vendus en tant qu'oeuvre d'art;https://twitter.com/ArtPhotoLimited;https://www.facebook.com/artphotolimited
722;ArtQuid;;http://www.artquid.com;Marketplace pour les artistes, galeries et passionnés d'Art;https://twitter.com/artquid;https://www.facebook.com/pages/ArtQuidcom/126836037327953
4212;ARVEY;Startups;http://www.arvey.fr;Comparateur et réservation de VTC / Taxi;https://twitter.com/Arvey_app;https://www.facebook.com/arveyapp
5811;Aryballe Technologies;Startups;http://aryballe-technologies.com;Le premier nez optique portable et universel! ;;
4365;ASARD - Association pour des Systèmes Alimentaires Responsables et Durables;Startups;http://asso-asard.org;L'ASARD est une organisation novatrice dans sa structure et dans ses actions, pour le développement de systèmes alimentaires responsables et durables.;;
5218;ASEAN UP;Startups;http://aseanup.com/;ASEAN UP est dédié au développement du business en Asie du Sud-Est;;
2718;AskAnna;Startups;http://askanna.me/;AskAnna est la première app iPhone permettant d'éviter toute indécision en magasin de vêtements.;;
4894;AsKnRelax;Startups;http://www.asknrelax.com;Réservez en direct au meilleur prix sans prise de tête et sans chercher pendant des heures grâce à l'application AsKnRelax ! Découvrez vite le concept ;https://twitter.com/AsKnRelax;https://www.facebook.com/AsKnRelax/
2081;AssessFirst;Startups;http://www.assessfirst.com;Recrutement prédictif & Gestion prédictive des Talents;https://twitter.com/AssessFirst_fr;https://www.facebook.com/assessfirstplace
630;Association France FinTech;;http://www.francefintech.org/;La finance digitale française affiche ses ambitions;https://twitter.com/FranceFintech;https://www.facebook.com/francefintech/
6042;Assur'Up;Startups;http://assurup.com/;La solution d'assurance dédiée aux Start'Up;https://twitter.com/AssurUp;https://www.facebook.com/assurup
4944;assurances.tech;Startups;http://www.assurances.tech;La plateforme des assurances spécialisées tech : devis et accompagnement personnalisés des START-UP;;
2489;AT Internet;SME;http://www.atinternet.com/;Un des leaders mondiaux du Digital Analytics, AT Internet aide les marques et entreprises les plus exigeantes à mesurer, analyser et visualiser les données et les performances de leur écosystème digital.;https://twitter.com/AT_Internet_FR;https://www.facebook.com/atinternet.analytics
1825;AT Language Solutions;Startups;https://www.at-languagesolutions.com/en/;We are experts in developing and implementing technology that facilitates the integration of translation and localisation into our clients' business processes;https://twitter.com/ATLangSolutions;
1399;At The Corner;Startups;http://www.atthecorner.fr;Vous louez votre logement, At The Corner s'occupe des clés;;
